576,Human,Near,FrontRight,Slow,Rear,VeryHigh
577,Human,Near,FrontRight,Slow,RearRight,VeryHigh
578,Human,Near,FrontRight,Slow,Right,VeryHigh
579,Human,Near,FrontRight,Slow,FrontRight,VeryHigh
580,Human,Near,FrontRight,Medium,Front,VeryHigh
581,Human,Near,FrontRight,Medium,FrontLeft,VeryHigh
582,Human,Near,FrontRight,Medium,Left,VeryHigh
583,Human,Near,FrontRight,Medium,RearLeft,VeryHigh
584,Human,Near,FrontRight,Medium,Rear,VeryHigh
585,Human,Near,FrontRight,Medium,RearRight,High
586,Human,Near,FrontRight,Medium,Right,High
587,Human,Near,FrontRight,Medium,FrontRight,VeryHigh
588,Human,Near,FrontRight,Fast,Front,VeryHigh
589,Human,Near,FrontRight,Fast,FrontLeft,VeryHigh
590,Human,Near,FrontRight,Fast,Left,VeryHigh
591,Human,Near,FrontRight,Fast,RearLeft,VeryHigh
592,Human,Near,FrontRight,Fast,Rear,VeryHigh
593,Human,Near,FrontRight,Fast,RearRight,VeryHigh
594,Human,Near,FrontRight,Fast,Right,VeryHigh
595,Human,Near,FrontRight,Fast,FrontRight,VeryHigh
596,Human,Medium,Front,Slow,Front,VeryHigh
597,Human,Medium,Front,Slow,FrontLeft,VeryHigh
598,Human,Medium,Front,Slow,Left,VeryHigh
599,Human,Medium,Front,Slow,RearLeft,VeryHigh
600,Human,Medium,Front,Slow,Rear,VeryHigh
601,Human,Medium,Front,Slow,RearRight,VeryHigh
602,Human,Medium,Front,Slow,Right,VeryHigh
603,Human,Medium,Front,Slow,FrontRight,VeryHigh
604,Human,Medium,Front,Medium,Front,High
605,Human,Medium,Front,Medium,FrontLeft,High
606,Human,Medium,Front,Medium,Left,High
607,Human,Medium,Front,Medium,RearLeft,VeryHigh
608,Human,Medium,Front,Medium,Rear,VeryHigh
609,Human,Medium,Front,Medium,RearRight,VeryHigh
610,Human,Medium,Front,Medium,Right,High
611,Human,Medium,Front,Medium,FrontRight,High
612,Human,Medium,Front,Fast,Front,High
613,Human,Medium,Front,Fast,FrontLeft,Medium
614,Human,Medium,Front,Fast,Left,Medium
615,Human,Medium,Front,Fast,RearLeft,VeryHigh
616,Human,Medium,Front,Fast,Rear,VeryHigh
617,Human,Medium,Front,Fast,RearRight,VeryHigh
618,Human,Medium,Front,Fast,Right,Medium
619,Human,Medium,Front,Fast,FrontRight,Medium
620,Human,Medium,FrontLeft,Slow,Front,Medium
621,Human,Medium,FrontLeft,Slow,FrontLeft,Medium
622,Human,Medium,FrontLeft,Slow,Left,Medium
623,Human,Medium,FrontLeft,Slow,RearLeft,Medium
624,Human,Medium,FrontLeft,Slow,Rear,Medium
625,Human,Medium,FrontLeft,Slow,RearRight,High
626,Human,Medium,FrontLeft,Slow,Right,High
627,Human,Medium,FrontLeft,Slow,FrontRight,Medium
628,Human,Medium,FrontLeft,Medium,Front,Medium
629,Human,Medium,FrontLeft,Medium,FrontLeft,Medium
630,Human,Medium,FrontLeft,Medium,Left,Medium
631,Human,Medium,FrontLeft,Medium,RearLeft,Medium
632,Human,Medium,FrontLeft,Medium,Rear,High
633,Human,Medium,FrontLeft,Medium,RearRight,High
634,Human,Medium,FrontLeft,Medium,Right,High
635,Human,Medium,FrontLeft,Medium,FrontRight,Medium
636,Human,Medium,FrontLeft,Fast,Front,Low
637,Human,Medium,FrontLeft,Fast,FrontLeft,Low
638,Human,Medium,FrontLeft,Fast,Left,Low
639,Human,Medium,FrontLeft,Fast,RearLeft,Medium
640,Human,Medium,FrontLeft,Fast,Rear,High
641,Human,Medium,FrontLeft,Fast,RearRight,High
642,Human,Medium,FrontLeft,Fast,Right,High
643,Human,Medium,FrontLeft,Fast,FrontRight,Medium
644,Human,Medium,Left,Slow,Front,Low
645,Human,Medium,Left,Slow,FrontLeft,Low
646,Human,Medium,Left,Slow,Left,Low
647,Human,Medium,Left,Slow,RearLeft,Low
648,Human,Medium,Left,Slow,Rear,Low
649,Human,Medium,Left,Slow,RearRight,Low
650,Human,Medium,Left,Slow,Right,Low
651,Human,Medium,Left,Slow,FrontRight,Low
652,Human,Medium,Left,Medium,Front,Low
653,Human,Medium,Left,Medium,FrontLeft,Low
654,Human,Medium,Left,Medium,Left,Low
655,Human,Medium,Left,Medium,RearLeft,VeryLow
656,Human,Medium,Left,Medium,Rear,VeryLow
657,Human,Medium,Left,Medium,RearRight,Low
658,Human,Medium,Left,Medium,Right,Low
659,Human,Medium,Left,Medium,FrontRight,Low
660,Human,Medium,Left,Fast,Front,Medium
661,Human,Medium,Left,Fast,FrontLeft,Low
662,Human,Medium,Left,Fast,Left,VeryLow
663,Human,Medium,Left,Fast,RearLeft,VeryLow
664,Human,Medium,Left,Fast,Rear,VeryLow
665,Human,Medium,Left,Fast,RearRight,Low
666,Human,Medium,Left,Fast,Right,Medium
667,Human,Medium,Left,Fast,FrontRight,Medium
668,Human,Medium,BigRear,Slow,Front,VeryLow
669,Human,Medium,BigRear,Slow,FrontLeft,VeryLow
670,Human,Medium,BigRear,Slow,Left,VeryLow
671,Human,Medium,BigRear,Slow,RearLeft,VeryLow
672,Human,Medium,BigRear,Slow,Rear,VeryLow
673,Human,Medium,BigRear,Slow,RearRight,VeryLow
674,Human,Medium,BigRear,Slow,Right,VeryLow
675,Human,Medium,BigRear,Slow,FrontRight,VeryLow
676,Human,Medium,BigRear,Medium,Front,VeryLow
677,Human,Medium,BigRear,Medium,FrontLeft,VeryLow
678,Human,Medium,BigRear,Medium,Left,VeryLow
679,Human,Medium,BigRear,Medium,RearLeft,VeryLow
680,Human,Medium,BigRear,Medium,Rear,VeryLow
681,Human,Medium,BigRear,Medium,RearRight,VeryLow
682,Human,Medium,BigRear,Medium,Right,VeryLow
683,Human,Medium,BigRear,Medium,FrontRight,VeryLow
684,Human,Medium,BigRear,Fast,Front,Low
685,Human,Medium,BigRear,Fast,FrontLeft,VeryLow
686,Human,Medium,BigRear,Fast,Left,VeryLow
687,Human,Medium,BigRear,Fast,RearLeft,VeryLow
688,Human,Medium,BigRear,Fast,Rear,VeryLow
689,Human,Medium,BigRear,Fast,RearRight,VeryLow
690,Human,Medium,BigRear,Fast,Right,VeryLow
691,Human,Medium,BigRear,Fast,FrontRight,VeryLow
692,Human,Medium,Right,Slow,Front,Low
693,Human,Medium,Right,Slow,FrontLeft,Low
694,Human,Medium,Right,Slow,Left,Low
695,Human,Medium,Right,Slow,RearLeft,Low
696,Human,Medium,Right,Slow,Rear,Low
697,Human,Medium,Right,Slow,RearRight,Low
698,Human,Medium,Right,Slow,Right,Low
699,Human,Medium,Right,Slow,FrontRight,Low
700,Human,Medium,Right,Medium,Front,Low
701,Human,Medium,Right,Medium,FrontLeft,Medium
702,Human,Medium,Right,Medium,Left,Medium
703,Human,Medium,Right,Medium,RearLeft,Low
704,Human,Medium,Right,Medium,Rear,Low
705,Human,Medium,Right,Medium,RearRight,Low
706,Human,Medium,Right,Medium,Right,Low
707,Human,Medium,Right,Medium,FrontRight,Low
708,Human,Medium,Right,Fast,Front,Medium
709,Human,Medium,Right,Fast,FrontLeft,Medium
710,Human,Medium,Right,Fast,Left,Medium
711,Human,Medium,Right,Fast,RearLeft,Low
712,Human,Medium,Right,Fast,Rear,VeryLow
713,Human,Medium,Right,Fast,RearRight,VeryLow
714,Human,Medium,Right,Fast,Right,VeryLow
715,Human,Medium,Right,Fast,FrontRight,Low
716,Human,Medium,FrontRight,Slow,Front,Medium
717,Human,Medium,FrontRight,Slow,FrontLeft,Medium
718,Human,Medium,FrontRight,Slow,Left,Medium
719,Human,Medium,FrontRight,Slow,RearLeft,Medium
720,Human,Medium,FrontRight,Slow,Rear,Medium
721,Human,Medium,FrontRight,Slow,RearRight,Medium
722,Human,Medium,FrontRight,Slow,Right,Medium
723,Human,Medium,FrontRight,Slow,FrontRight,Medium
724,Human,Medium,FrontRight,Medium,Front,Medium
725,Human,Medium,FrontRight,Medium,FrontLeft,Medium
726,Human,Medium,FrontRight,Medium,Left,High
727,Human,Medium,FrontRight,Medium,RearLeft,High
728,Human,Medium,FrontRight,Medium,Rear,Medium
729,Human,Medium,FrontRight,Medium,RearRight,Medium
730,Human,Medium,FrontRight,Medium,Right,Medium
731,Human,Medium,FrontRight,Medium,FrontRight,Medium
732,Human,Medium,FrontRight,Fast,Front,Medium
733,Human,Medium,FrontRight,Fast,FrontLeft,High
734,Human,Medium,FrontRight,Fast,Left,High
735,Human,Medium,FrontRight,Fast,RearLeft,High
736,Human,Medium,FrontRight,Fast,Rear,Low
737,Human,Medium,FrontRight,Fast,RearRight,VeryLow
738,Human,Medium,FrontRight,Fast,Right,VeryLow
739,Human,Medium,FrontRight,Fast,FrontRight,Low
740,Human,Far,Front,Slow,Front,High
741,Human,Far,Front,Slow,FrontLeft,High
742,Human,Far,Front,Slow,Left,High
743,Human,Far,Front,Slow,RearLeft,High
744,Human,Far,Front,Slow,Rear,High
745,Human,Far,Front,Slow,RearRight,High
746,Human,Far,Front,Slow,Right,High
747,Human,Far,Front,Slow,FrontRight,High
748,Human,Far,Front,Medium,Front,Medium
749,Human,Far,Front,Medium,FrontLeft,Medium
750,Human,Far,Front,Medium,Left,Medium
751,Human,Far,Front,Medium,RearLeft,High
752,Human,Far,Front,Medium,Rear,High
753,Human,Far,Front,Medium,RearRight,High
754,Human,Far,Front,Medium,Right,Medium
755,Human,Far,Front,Medium,FrontRight,Medium
756,Human,Far,Front,Fast,Front,Medium
757,Human,Far,Front,Fast,FrontLeft,Medium
758,Human,Far,Front,Fast,Left,Medium
759,Human,Far,Front,Fast,RearLeft,High
760,Human,Far,Front,Fast,Rear,VeryHigh
761,Human,Far,Front,Fast,RearRight,High
762,Human,Far,Front,Fast,Right,Medium
763,Human,Far,Front,Fast,FrontRight,Medium
764,Human,Far,FrontLeft,Slow,Front,Low
765,Human,Far,FrontLeft,Slow,FrontLeft,Low
766,Human,Far,FrontLeft,Slow,Left,Low
767,Human,Far,FrontLeft,Slow,RearLeft,Low
768,Human,Far,FrontLeft,Slow,Rear,Low
769,Human,Far,FrontLeft,Slow,RearRight,Low
770,Human,Far,FrontLeft,Slow,Right,Low
771,Human,Far,FrontLeft,Slow,FrontRight,Low
772,Human,Far,FrontLeft,Medium,Front,Low
773,Human,Far,FrontLeft,Medium,FrontLeft,Low
774,Human,Far,FrontLeft,Medium,Left,Low
775,Human,Far,FrontLeft,Medium,RearLeft,Low
776,Human,Far,FrontLeft,Medium,Rear,Medium
777,Human,Far,FrontLeft,Medium,RearRight,Medium
778,Human,Far,FrontLeft,Medium,Right,Medium
779,Human,Far,FrontLeft,Medium,FrontRight,Low
780,Human,Far,FrontLeft,Fast,Front,Low
781,Human,Far,FrontLeft,Fast,FrontLeft,Low
782,Human,Far,FrontLeft,Fast,Left,Low
783,Human,Far,FrontLeft,Fast,RearLeft,Medium
784,Human,Far,FrontLeft,Fast,Rear,Medium
785,Human,Far,FrontLeft,Fast,RearRight,Medium
786,Human,Far,FrontLeft,Fast,Right,High
787,Human,Far,FrontLeft,Fast,FrontRight,Medium
788,Human,Far,Left,Slow,Front,VeryLow
789,Human,Far,Left,Slow,FrontLeft,VeryLow
790,Human,Far,Left,Slow,Left,VeryLow
791,Human,Far,Left,Slow,RearLeft,VeryLow
792,Human,Far,Left,Slow,Rear,VeryLow
793,Human,Far,Left,Slow,RearRight,VeryLow
794,Human,Far,Left,Slow,Right,VeryLow
795,Human,Far,Left,Slow,FrontRight,VeryLow
796,Human,Far,Left,Medium,Front,VeryLow
797,Human,Far,Left,Medium,FrontLeft,VeryLow
798,Human,Far,Left,Medium,Left,VeryLow
799,Human,Far,Left,Medium,RearLeft,VeryLow
800,Human,Far,Left,Medium,Rear,VeryLow
801,Human,Far,Left,Medium,RearRight,VeryLow
802,Human,Far,Left,Medium,Right,Low
803,Human,Far,Left,Medium,FrontRight,Low
804,Human,Far,Left,Fast,Front,Low
805,Human,Far,Left,Fast,FrontLeft,VeryLow
806,Human,Far,Left,Fast,Left,VeryLow
807,Human,Far,Left,Fast,RearLeft,VeryLow
808,Human,Far,Left,Fast,Rear,VeryLow
809,Human,Far,Left,Fast,RearRight,VeryLow
810,Human,Far,Left,Fast,Right,Medium
811,Human,Far,Left,Fast,FrontRight,Medium
812,Human,Far,BigRear,Slow,Front,VeryLow
813,Human,Far,BigRear,Slow,FrontLeft,VeryLow
814,Human,Far,BigRear,Slow,Left,VeryLow
815,Human,Far,BigRear,Slow,RearLeft,VeryLow
816,Human,Far,BigRear,Slow,Rear,VeryLow
817,Human,Far,BigRear,Slow,RearRight,VeryLow
818,Human,Far,BigRear,Slow,Right,VeryLow
819,Human,Far,BigRear,Slow,FrontRight,VeryLow
820,Human,Far,BigRear,Medium,Front,VeryLow
821,Human,Far,BigRear,Medium,FrontLeft,VeryLow
822,Human,Far,BigRear,Medium,Left,VeryLow
823,Human,Far,BigRear,Medium,RearLeft,VeryLow
824,Human,Far,BigRear,Medium,Rear,VeryLow
825,Human,Far,BigRear,Medium,RearRight,VeryLow
826,Human,Far,BigRear,Medium,Right,VeryLow
827,Human,Far,BigRear,Medium,FrontRight,VeryLow
828,Human,Far,BigRear,Fast,Front,VeryLow
829,Human,Far,BigRear,Fast,FrontLeft,VeryLow
830,Human,Far,BigRear,Fast,Left,VeryLow
831,Human,Far,BigRear,Fast,RearLeft,VeryLow
832,Human,Far,BigRear,Fast,Rear,VeryLow
833,Human,Far,BigRear,Fast,RearRight,VeryLow
834,Human,Far,BigRear,Fast,Right,VeryLow
835,Human,Far,BigRear,Fast,FrontRight,VeryLow
836,Human,Far,Right,Slow,Front,VeryLow
837,Human,Far,Right,Slow,FrontLeft,VeryLow
838,Human,Far,Right,Slow,Left,VeryLow
839,Human,Far,Right,Slow,RearLeft,VeryLow
840,Human,Far,Right,Slow,Rear,VeryLow
841,Human,Far,Right,Slow,RearRight,VeryLow
842,Human,Far,Right,Slow,Right,VeryLow
843,Human,Far,Right,Slow,FrontRight,VeryLow
844,Human,Far,Right,Medium,Front,VeryLow
845,Human,Far,Right,Medium,FrontLeft,Low
846,Human,Far,Right,Medium,Left,Low
847,Human,Far,Right,Medium,RearLeft,VeryLow
848,Human,Far,Right,Medium,Rear,VeryLow
849,Human,Far,Right,Medium,RearRight,VeryLow
850,Human,Far,Right,Medium,Right,VeryLow
851,Human,Far,Right,Medium,FrontRight,VeryLow
852,Human,Far,Right,Fast,Front,Low
853,Human,Far,Right,Fast,FrontLeft,Low
854,Human,Far,Right,Fast,Left,Low
855,Human,Far,Right,Fast,RearLeft,VeryLow
856,Human,Far,Right,Fast,Rear,VeryLow
857,Human,Far,Right,Fast,RearRight,VeryLow
858,Human,Far,Right,Fast,Right,VeryLow
859,Human,Far,Right,Fast,FrontRight,VeryLow
860,Human,Far,FrontRight,Slow,Front,Low
861,Human,Far,FrontRight,Slow,FrontLeft,Low
862,Human,Far,FrontRight,Slow,Left,Low
863,Human,Far,FrontRight,Slow,RearLeft,Low
864,Human,Far,FrontRight,Slow,Rear,Low
865,Human,Far,FrontRight,Slow,RearRight,Low
866,Human,Far,FrontRight,Slow,Right,Low
867,Human,Far,FrontRight,Slow,FrontRight,Low
868,Human,Far,FrontRight,Medium,Front,Low
869,Human,Far,FrontRight,Medium,FrontLeft,Medium
870,Human,Far,FrontRight,Medium,Left,Medium
871,Human,Far,FrontRight,Medium,RearLeft,Medium
872,Human,Far,FrontRight,Medium,Rear,Low
873,Human,Far,FrontRight,Medium,RearRight,Low
874,Human,Far,FrontRight,Medium,Right,VeryLow
875,Human,Far,FrontRight,Medium,FrontRight,VeryLow
876,Human,Far,FrontRight,Fast,Front,Low
877,Human,Far,FrontRight,Fast,FrontLeft,Medium
878,Human,Far,FrontRight,Fast,Left,Medium
879,Human,Far,FrontRight,Fast,RearLeft,Medium
880,Human,Far,FrontRight,Fast,Rear,Low
881,Human,Far,FrontRight,Fast,RearRight,Low
882,Human,Far,FrontRight,Fast,Right,VeryLow
883,Human,Far,FrontRight,Fast,FrontRight,VeryLow
